ID,loc,title,bedrom,bathroom,parking_space,price
6682,Imo,Detached duplex,5.0,1.0,5.0,2332734.466
1592,,,3.0,1.0,3.0,1697410.764
3599,Delta,Penthouse,1.0,,,2483054.27
1754,Kwara,Penthouse,4.0,1.0,,2062049.406
3244,Ekiti,Flat,5.0,4.0,6.0,1946591.358
444,Osun,Bungalow,,7.0,2.0,1183529.452
103,Osun,Mansion,3.0,1.0,1.0,1777804.017
2947,Lagos,Terrace duplex,1.0,2.0,1.0,1461065.869
7175,Kwara,,5.0,2.0,1.0,2343726.968
3960,Imo,Townhouse,8.0,2.0,6.0,2928432.163
3963,Benue,Flat,,6.0,6.0,1285836.041
11826,Edo,Penthouse,7.0,7.0,2.0,3751096.756
1456,,Detached duplex,5.0,2.0,1.0,2227334.278
5858,Kwara,Bungalow,5.0,7.0,1.0,1769435.588
2792,Bauchi,Apartment,1.0,1.0,,683568.0125
8610,Ogun,Semi-detached duplex,6.0,,4.0,2638838.169
1276,Jigawa,Mansion,3.0,,1.0,3360202.747
5579,Benue,Terrace duplex,6.0,,5.0,2091696.236
11349,,Apartment,2.0,4.0,4.0,1502476.275
5278,Bauchi,,9.0,5.0,5.0,2548478.778
2751,Delta,Flat,5.0,2.0,4.0,2198139.265
8259,Imo,Detached duplex,6.0,4.0,3.0,2655086.904
9536,Nasarawa,Apartment,2.0,7.0,1.0,1196518.85
2438,Osun,Flat,,2.0,2.0,2401286.733
9378,Jigawa,Semi-detached duplex,7.0,,6.0,2236271.352
3290,Delta,,4.0,1.0,4.0,3274081.968
173,Gombe,Detached duplex,5.0,7.0,4.0,2352604.128
3165,Benue,Apartment,,1.0,4.0,1307781.522
7118,Kogi,Detached duplex,,3.0,4.0,1316028.004
2775,Imo,Terrace duplex,,6.0,2.0,1895146.865
1250,Adamawa,Detached duplex,1.0,2.0,1.0,1270328.243
8383,Kano,Terrace duplex,9.0,5.0,2.0,2948539.876
7413,Bayelsa,Townhouse,5.0,3.0,,3252254.584
11852,Benue,Apartment,1.0,6.0,,981463.8379
10851,Benue,Apartment,8.0,6.0,5.0,2201107.225
7952,Kadna,,7.0,3.0,1.0,2376800.007
12699,Enugu,Apartment,2.0,6.0,,1369120.118
6142,Kadna,Semi-detached duplex,7.0,7.0,,2439056.161
1185,Ekiti,Apartment,,1.0,2.0,1256250.149
5495,Osun,Penthouse,,4.0,4.0,3890493.503
7600,Gombe,Flat,9.0,6.0,6.0,2627241.716
10493,Oyo,Townhouse,8.0,3.0,6.0,3218184.268
6697,Yobe,Detached duplex,7.0,5.0,6.0,2512775.047
21,Adamawa,,1.0,1.0,4.0,1538097.951
506,Kwara,Mansion,9.0,3.0,,4768640.206
11422,Cross River,Penthouse,3.0,5.0,6.0,2903381.984
5326,Yobe,Flat,7.0,,1.0,1859604.596
1623,Borno,Bungalow,1.0,,3.0,878329.2706
1705,,Apartment,1.0,2.0,1.0,755992.3545
7830,Ogun,Townhouse,8.0,5.0,2.0,3428423.219
5731,Ogun,Mansion,1.0,3.0,,2961803.999
9550,Kadna,,1.0,3.0,5.0,1228746.782
11414,Kogi,Penthouse,9.0,2.0,1.0,3351752.202
894,Zamfara,Terrace duplex,3.0,1.0,,1168190.03
4240,Borno,,3.0,7.0,6.0,1204791.735
116,Kebbi,Flat,3.0,,,770996.3909
2797,Sokoto,Flat,9.0,4.0,2.0,2280093.143
11304,,Townhouse,8.0,2.0,3.0,3533737.247
3783,Gombe,Terrace duplex,,5.0,3.0,1136471.731
11990,Lagos,Apartment,7.0,1.0,,3294319.953
9758,Kebbi,Townhouse,5.0,1.0,3.0,1733732.22
899,Imo,Townhouse,3.0,1.0,1.0,1535685.812
8819,Niger,Bungalow,6.0,2.0,6.0,1909533.091
7673,Kadna,Detached duplex,9.0,1.0,5.0,3041628.74
2275,Anambra,,2.0,1.0,2.0,1309417.468
3314,Lagos,,3.0,2.0,1.0,3840695.348
11394,,Bungalow,1.0,4.0,4.0,1359099.676
1232,Bauchi,Mansion,3.0,2.0,4.0,1426263.405
2220,Plateau,Mansion,1.0,2.0,3.0,3213789.874
6520,Ondo,Bungalow,7.0,,3.0,2546319.753
2880,Rivers,Apartment,1.0,1.0,,1384221.432
2835,Oyo,Penthouse,6.0,6.0,3.0,3442525.403
2644,Kadna,Semi-detached duplex,,1.0,4.0,2412892.668
8596,Ebonyi,Terrace duplex,3.0,2.0,4.0,1283454.181
9036,Imo,,9.0,6.0,2.0,2517828.287
82,Delta,Penthouse,,1.0,2.0,3119235.118
9418,Nasarawa,,3.0,4.0,6.0,1386115.579
3885,Niger,,1.0,2.0,4.0,1030524.606
2381,Kadna,Penthouse,3.0,1.0,2.0,2027592.338
2749,Niger,,9.0,2.0,6.0,2909533.278
6120,Nasarawa,,1.0,1.0,6.0,1314811.599
6750,Akwa Ibom,Penthouse,4.0,,1.0,3052504.852
8697,Kebbi,Townhouse,7.0,5.0,6.0,2343687.798
10154,Delta,Flat,5.0,,2.0,2228774.769
10349,Katsina,Penthouse,5.0,2.0,5.0,2479060.996
659,Kebbi,Apartment,3.0,1.0,1.0,764662.4128
4298,Zamfara,Terrace duplex,,6.0,4.0,1227169.341
2439,Ogun,Apartment,4.0,1.0,3.0,1841885.493
1379,Ebonyi,Terrace duplex,2.0,1.0,2.0,1032001.738
2740,Kadna,Semi-detached duplex,4.0,1.0,1.0,1457407.437
3455,Bayelsa,Detached duplex,2.0,3.0,4.0,2550359.972
695,Niger,Mansion,3.0,1.0,5.0,2723570.401
269,Bayelsa,Mansion,4.0,,2.0,2907961.137
3042,Zamfara,Bungalow,5.0,5.0,2.0,1567073.977
11916,Ekiti,Mansion,,7.0,1.0,2659482.18
1299,Rivers,,3.0,1.0,1.0,2936225.189
2502,Ebonyi,Mansion,4.0,2.0,2.0,1608566.385
2859,Taraba,,2.0,2.0,3.0,1839358.195
7265,Enugu,Apartment,3.0,2.0,4.0,1398683.916
9538,Ekiti,Apartment,,3.0,1.0,1252803.69
6603,Adamawa,Apartment,5.0,7.0,,1603674.427
12218,Kebbi,Terrace duplex,3.0,1.0,,1211628.184
9730,Osun,Townhouse,5.0,3.0,6.0,2278352.049
1125,Kebbi,Apartment,3.0,1.0,2.0,750288.5899
316,Rivers,Bungalow,2.0,6.0,2.0,1857546.209
1101,Osun,Flat,1.0,,5.0,1253799.043
4381,Plateau,Apartment,5.0,7.0,5.0,1676546.596
1352,Enugu,Terrace duplex,2.0,,4.0,1456358.543
875,Zamfara,Penthouse,3.0,2.0,2.0,1819755.348
530,,Penthouse,3.0,1.0,3.0,1748378.476
8647,,Bungalow,7.0,6.0,5.0,2792926.902
9152,Yobe,Detached duplex,7.0,3.0,6.0,2437399.621
2928,Edo,Terrace duplex,2.0,1.0,2.0,1351080.105
5297,Kebbi,Mansion,9.0,6.0,3.0,4390262.659
1093,,Detached duplex,2.0,5.0,4.0,1427838.076
7944,Ekiti,Townhouse,6.0,,4.0,2404599.219
3764,,Bungalow,6.0,5.0,2.0,2263589.956
5384,Bayelsa,Penthouse,4.0,,6.0,3889211.906
7257,Delta,Bungalow,,4.0,4.0,2862277.014
556,Jigawa,Terrace duplex,3.0,1.0,4.0,1217248.518
1427,Gombe,Terrace duplex,4.0,2.0,1.0,1022472.999
10831,Edo,,4.0,4.0,3.0,2008785.262
5073,Ogun,Detached duplex,,2.0,4.0,3596205.967
104,Katsina,Apartment,,1.0,4.0,1044816.033
10513,,Townhouse,7.0,3.0,3.0,2650856.087
7605,Anambra,Detached duplex,1.0,7.0,6.0,1914551.487
203,Delta,Penthouse,9.0,3.0,1.0,4668193.422
2238,Osun,Townhouse,2.0,,2.0,1468501.573
1677,Zamfara,Townhouse,2.0,,2.0,1148055.249
7820,Delta,Terrace duplex,8.0,4.0,4.0,3397336.59
2553,Zamfara,Semi-detached duplex,1.0,1.0,3.0,838732.4485
6607,,Flat,2.0,2.0,4.0,1118895.392
8623,Ekiti,Semi-detached duplex,2.0,7.0,3.0,1546922.05
1271,Ogun,,3.0,,1.0,2579984.411
1821,Ebonyi,Penthouse,3.0,1.0,3.0,1732486.796
6837,Taraba,Bungalow,8.0,7.0,6.0,2458958.165
565,Delta,Mansion,,6.0,4.0,3633684.814
2730,,Townhouse,4.0,1.0,3.0,1725554.193
8746,Oyo,Townhouse,3.0,,5.0,1876112.773
2975,Nasarawa,,,1.0,3.0,1527153.813
1063,Niger,Flat,2.0,1.0,1.0,1025108.68
12737,Gombe,Apartment,9.0,3.0,4.0,2289119.981
2862,Oyo,Semi-detached duplex,4.0,2.0,3.0,1764890.982
3379,,Detached duplex,8.0,1.0,4.0,3789329.096
8885,Edo,,5.0,1.0,5.0,1779277.326
9568,Kadna,Townhouse,6.0,5.0,5.0,2341667.279
4528,Adamawa,Terrace duplex,4.0,5.0,3.0,1710869.056
524,Plateau,Semi-detached duplex,,2.0,4.0,1333941.254
3639,Adamawa,Flat,5.0,,5.0,1727418.657
10546,Kadna,,3.0,6.0,1.0,1362753.122
4544,Lagos,,9.0,6.0,5.0,4558119.11
7822,,Bungalow,8.0,2.0,6.0,2494979.521
1549,,Mansion,3.0,1.0,,1385741.737
5468,Kadna,,3.0,7.0,6.0,1967604.013
5915,Enugu,Penthouse,3.0,6.0,3.0,2598589.901
10007,,Semi-detached duplex,9.0,4.0,2.0,2908894.36
11011,Lagos,Semi-detached duplex,9.0,3.0,3.0,4694730.183
3162,Cross River,Mansion,,1.0,4.0,5016758.543
2998,Benue,Detached duplex,,2.0,3.0,1654353.378
11028,Kebbi,Terrace duplex,9.0,2.0,,2476467.87
10899,Lagos,Townhouse,7.0,6.0,4.0,4731817.028
1028,,Penthouse,3.0,2.0,4.0,2443476.416
4783,Adamawa,Flat,,2.0,4.0,2063140.073
298,Niger,Semi-detached duplex,,3.0,6.0,2321517.522
11213,Taraba,Terrace duplex,,7.0,1.0,2554065.831
12823,Kano,Apartment,5.0,1.0,,1645684.223
3884,,Penthouse,8.0,4.0,5.0,3976625.585
3400,Ogun,Semi-detached duplex,9.0,,3.0,3345382.501
11473,Benue,Townhouse,,7.0,5.0,3079287.832
5503,Bayelsa,Penthouse,2.0,7.0,,3164653.283
2409,Kadna,Apartment,3.0,7.0,,1341706.76
1040,Kebbi,,1.0,3.0,6.0,899236.1002
3491,Osun,Flat,2.0,,3.0,1251253.912
6788,Bayelsa,Terrace duplex,5.0,2.0,1.0,2745730.572
1471,,Bungalow,8.0,6.0,4.0,2385992.073
2731,Yobe,Detached duplex,,2.0,4.0,1343117.824
1412,Delta,Apartment,4.0,,1.0,1773049.202
3194,Anambra,Mansion,7.0,,3.0,4963897.057
7501,Delta,Penthouse,,2.0,6.0,4845590.397
2969,Bayelsa,,4.0,2.0,3.0,2296561.869
3962,Kebbi,,5.0,2.0,2.0,2135783.703
3093,Rivers,,7.0,4.0,4.0,3644794.703
8573,Ogun,Mansion,2.0,5.0,2.0,3474606.687
265,Imo,Terrace duplex,,,1.0,1432242.506
1588,Jigawa,Flat,5.0,4.0,1.0,1521446.689
1544,Zamfara,Detached duplex,5.0,5.0,3.0,2013521.665
6655,Ebonyi,,3.0,6.0,2.0,1365805.192
2983,Gombe,Townhouse,7.0,5.0,3.0,2507163.687
1141,Ogun,Flat,,2.0,1.0,1933276.774
11235,Kwara,Bungalow,7.0,2.0,1.0,2000678.214
2945,Ogun,Terrace duplex,1.0,2.0,,1454572.303
818,Plateau,Flat,7.0,5.0,4.0,2157114.63
6318,Ekiti,Semi-detached duplex,7.0,2.0,2.0,2385055.396
77,Enugu,Semi-detached duplex,2.0,,5.0,1495882.903
7378,Sokoto,Detached duplex,2.0,1.0,,1201937.799
2646,,,1.0,,2.0,933832.0388
5715,,Penthouse,4.0,4.0,1.0,2200240.098
11747,,Flat,1.0,6.0,2.0,1148288.993
12037,Osun,Detached duplex,7.0,3.0,3.0,2850660.166
352,Delta,Penthouse,3.0,1.0,1.0,2670588.491
787,,Cottage,3.0,2.0,1.0,929076.8948
1060,Enugu,,,1.0,5.0,2799396.89
1274,Kano,Townhouse,,2.0,4.0,1651681.623
2060,Taraba,Flat,9.0,3.0,5.0,2512446.539
713,,Semi-detached duplex,8.0,2.0,3.0,2424709.93
253,,Apartment,1.0,3.0,5.0,881018.058
4228,Jigawa,Bungalow,3.0,5.0,,1195798.057
12378,Borno,Flat,3.0,,6.0,1286888.268
9481,Borno,Terrace duplex,9.0,,6.0,2630644.879
8249,Lagos,Penthouse,1.0,7.0,6.0,3776223.76
12654,Niger,,1.0,1.0,6.0,2172588.875
11748,Edo,Mansion,5.0,3.0,,4255436.114
8380,Lagos,Apartment,,1.0,5.0,1928085.233
8648,Katsina,,,6.0,1.0,2729583.643
3092,Sokoto,,1.0,1.0,2.0,888168.3464
9755,Adamawa,Townhouse,,2.0,6.0,2467772.814
2141,Kwara,Apartment,5.0,5.0,4.0,1603510.062
124,,Semi-detached duplex,3.0,1.0,4.0,907374.0867
12100,Borno,Mansion,4.0,7.0,6.0,3129753.945
799,Rivers,Mansion,9.0,,6.0,7405552.756
6701,Nasarawa,Flat,1.0,3.0,3.0,1065990.813
6563,Katsina,Penthouse,2.0,4.0,1.0,1721906.932
11596,Katsina,Townhouse,4.0,5.0,2.0,1836828.516
97,Imo,Cottage,1.0,,2.0,1196790.541
12519,Ogun,,9.0,2.0,2.0,3264719.974
1288,Borno,Apartment,1.0,1.0,,762711.2375
381,,Penthouse,7.0,1.0,1.0,3594455.025
6371,Osun,Mansion,7.0,,,4588418.975
2644,Yobe,Flat,1.0,2.0,3.0,794244.7106
9956,Oyo,Mansion,9.0,4.0,5.0,5835901.309
575,Cross River,Cottage,2.0,2.0,2.0,1088117.714
4542,Delta,Mansion,5.0,4.0,,5203622.322
8055,Borno,,3.0,1.0,4.0,1140815.2
12011,Kano,Terrace duplex,7.0,7.0,5.0,2662336.268
227,Oyo,Townhouse,3.0,,1.0,1829483.683
2562,Ondo,Apartment,1.0,1.0,1.0,960982.0823
3397,Enugu,Penthouse,2.0,7.0,6.0,2516087.571
1533,Plateau,Bungalow,,1.0,3.0,1303575.102
20,Niger,Penthouse,4.0,,2.0,2095183.963
2068,Cross River,Detached duplex,2.0,,3.0,2018024.956
3180,Anambra,Townhouse,,1.0,,2384351.413
8229,Katsina,Flat,1.0,7.0,2.0,1059765.183
271,Anambra,Detached duplex,4.0,1.0,3.0,2066907.221
2641,Abia,Detached duplex,4.0,2.0,4.0,1693815.3
2038,,Detached duplex,4.0,2.0,1.0,1520628.535
5794,,Terrace duplex,7.0,6.0,4.0,2380392.505
271,Sokoto,Flat,2.0,5.0,1.0,1025927.745
12792,Kogi,Bungalow,6.0,6.0,6.0,2034832.5
9201,Rivers,Terrace duplex,,2.0,3.0,2657399.943
4869,Benue,Bungalow,,4.0,5.0,1758743.51
10372,Ekiti,Bungalow,4.0,4.0,,1675628.597
2533,Kadna,Bungalow,,5.0,5.0,1414710.749
167,Zamfara,Bungalow,,2.0,1.0,1349490.916
2323,Katsina,Cottage,4.0,2.0,,1103922.691
2072,Taraba,Flat,4.0,4.0,4.0,1548379.587
1720,Ondo,Terrace duplex,2.0,1.0,4.0,1391383.943
1439,Kwara,Townhouse,4.0,2.0,2.0,1696501.052
1255,Plateau,,,2.0,3.0,760845.3505
6119,Edo,Flat,8.0,4.0,1.0,2635808.398
1166,Enugu,Semi-detached duplex,1.0,2.0,4.0,1316575.948
2149,Osun,Semi-detached duplex,1.0,2.0,1.0,1218343.228
1798,,Terrace duplex,5.0,2.0,4.0,1887590.838
1301,,Bungalow,5.0,2.0,1.0,2073292.757
1709,Enugu,Townhouse,3.0,7.0,5.0,2169783.265
212,Benue,,4.0,2.0,3.0,1425296.41
2095,Zamfara,Detached duplex,,7.0,3.0,1285931.928
11191,Gombe,Bungalow,2.0,3.0,1.0,1087758.385
3563,Plateau,Bungalow,,5.0,6.0,1254511.188
7636,,Detached duplex,4.0,5.0,1.0,2361228.044
11787,Kogi,Detached duplex,3.0,5.0,6.0,1881460.669
2128,Nasarawa,Mansion,,1.0,3.0,3595574.766
2354,Borno,Bungalow,4.0,3.0,1.0,1315644.008
2992,Kogi,Apartment,,2.0,1.0,1029950.642
1849,Yobe,Bungalow,7.0,3.0,4.0,1914258.723
6379,Yobe,Penthouse,,1.0,5.0,2410306.104
9340,Ekiti,Detached duplex,3.0,2.0,5.0,1908271.142
9716,Kogi,Semi-detached duplex,6.0,5.0,1.0,2068484.365
6032,Sokoto,Apartment,1.0,1.0,5.0,731630.9999
4388,Ogun,Mansion,9.0,2.0,1.0,5855773.811
10678,,Semi-detached duplex,8.0,5.0,3.0,2751589.101
2643,Benue,Terrace duplex,,5.0,3.0,1513904.877
3624,Benue,Penthouse,3.0,1.0,1.0,1805527.841
1470,Abia,Semi-detached duplex,3.0,,3.0,1324629.687
6504,Yobe,,2.0,6.0,5.0,2462219.429
7661,Ebonyi,Townhouse,4.0,5.0,4.0,1695645.299
7015,Bauchi,,,3.0,6.0,2507303.272
3204,Zamfara,Townhouse,1.0,1.0,4.0,1090586.835
12136,Kogi,,4.0,3.0,3.0,1640388.138
2381,Borno,Semi-detached duplex,3.0,,2.0,1227309.359
2812,,Apartment,2.0,2.0,4.0,1402098.971
2124,Kadna,Mansion,2.0,1.0,4.0,1506779.418
2393,Anambra,Penthouse,6.0,4.0,6.0,3442143.841
3365,,Flat,1.0,7.0,4.0,1230375.846
11799,,Townhouse,9.0,,3.0,2831455.955
1720,Ondo,Townhouse,3.0,3.0,6.0,2006535.156
6362,Osun,Apartment,8.0,4.0,6.0,2339924.004
261,Niger,Mansion,,1.0,2.0,1552595.707
11016,Borno,Detached duplex,,7.0,1.0,1428064.078
11319,Oyo,Penthouse,7.0,4.0,6.0,3729378.471
201,Zamfara,Bungalow,9.0,2.0,3.0,2243492.693
7571,Ekiti,Terrace duplex,3.0,7.0,,1804337.892
2064,Yobe,Bungalow,5.0,2.0,,1376830.044
8279,Kwara,Townhouse,7.0,,3.0,2546319.753
687,,Terrace duplex,2.0,1.0,4.0,1010969.774
5671,,Flat,1.0,3.0,2.0,934465.7735
2013,Zamfara,Flat,5.0,,2.0,1341469.324
393,,Mansion,1.0,1.0,5.0,1866453.795
8725,Edo,Flat,7.0,5.0,5.0,2559215.236
2418,,Cottage,4.0,1.0,2.0,740669.0758
3859,Gombe,Bungalow,2.0,3.0,6.0,1191861.484
3624,Rivers,Apartment,,3.0,3.0,2908239.934
9282,Borno,Townhouse,1.0,6.0,,1095554.275
5884,,Mansion,3.0,2.0,4.0,2748517.954
308,Kebbi,Flat,8.0,5.0,4.0,2155479.937
11711,Borno,Flat,3.0,2.0,6.0,1204660.53
6185,Gombe,Apartment,5.0,,5.0,1539500.366
9255,Edo,Bungalow,3.0,2.0,2.0,1511246.274
7425,Sokoto,Penthouse,1.0,5.0,3.0,1417993.859
8975,Kano,Terrace duplex,7.0,5.0,,2556694.139
6273,Cross River,Detached duplex,1.0,7.0,3.0,1980949.58
3102,Borno,Apartment,6.0,,5.0,1646143.043
8508,,Detached duplex,1.0,3.0,6.0,1210330.499
4825,Cross River,Flat,5.0,3.0,4.0,2180317.44
887,Ebonyi,Apartment,9.0,,6.0,2191775.04
4966,Zamfara,Apartment,6.0,,1.0,1510430.625
2855,,Bungalow,3.0,1.0,3.0,1107125.857
2687,Jigawa,Terrace duplex,3.0,1.0,2.0,1155107.999
3977,,Apartment,5.0,3.0,2.0,1779482.782
1659,Taraba,Townhouse,2.0,2.0,1.0,1256205.101
3987,,Mansion,1.0,5.0,6.0,2170109.481
12859,Bauchi,Townhouse,4.0,2.0,2.0,1547315.522
511,Bauchi,Detached duplex,4.0,,1.0,1503322.117
3446,Kebbi,Mansion,4.0,2.0,2.0,2591645.752
4487,,Townhouse,3.0,1.0,3.0,1341649.806
11581,Lagos,Mansion,5.0,3.0,1.0,6503582.726
2145,Imo,Townhouse,3.0,2.0,,1548955.853
571,Katsina,Apartment,4.0,7.0,4.0,1479935.119
1642,,Detached duplex,6.0,2.0,1.0,2061096.111
12497,,Penthouse,9.0,1.0,1.0,2997190.454
4819,Ondo,,,4.0,2.0,2596828.935
5780,Borno,Flat,,3.0,5.0,1213851.734
3074,Sokoto,Bungalow,3.0,3.0,4.0,1195633.692
2808,Kebbi,Apartment,2.0,1.0,,671054.9985
2197,Zamfara,Semi-detached duplex,6.0,2.0,5.0,1867744.558
2643,,Detached duplex,1.0,2.0,2.0,1508274.053
3574,Taraba,,4.0,1.0,4.0,1479690.416
12729,Adamawa,Bungalow,7.0,6.0,4.0,2188439.483
9689,Sokoto,Detached duplex,2.0,2.0,,1314774.936
3003,Jigawa,Semi-detached duplex,4.0,2.0,,1336846.787
596,Borno,Townhouse,3.0,2.0,,1233621.736
169,,Mansion,,2.0,2.0,2338027.116
1457,Ebonyi,Semi-detached duplex,2.0,,4.0,1145511.168
274,Enugu,Apartment,5.0,1.0,3.0,1643457.351
1610,,Penthouse,6.0,2.0,2.0,2625928.48
10433,Plateau,Mansion,1.0,6.0,6.0,2544571.498
7229,Ebonyi,Terrace duplex,1.0,,4.0,1085285.245
1954,Lagos,Terrace duplex,4.0,2.0,3.0,4945764.858
8160,,Detached duplex,1.0,2.0,4.0,1272956.332
2060,Kadna,Terrace duplex,2.0,1.0,1.0,1198104.113
12467,Borno,Townhouse,5.0,3.0,2.0,1779482.782
10327,,,3.0,4.0,2.0,1186606.853
2211,Borno,Apartment,3.0,6.0,2.0,1117045.498
2799,Ebonyi,Cottage,2.0,2.0,1.0,691748.015
9651,Kwara,,8.0,6.0,5.0,2406812.693
10585,Benue,Penthouse,1.0,1.0,1.0,1339335.707
3739,Kadna,Bungalow,7.0,,4.0,2157114.63
10272,,Apartment,9.0,2.0,2.0,2394486.68
1884,Taraba,Penthouse,4.0,7.0,,2352948.754
12667,Kadna,Apartment,9.0,7.0,4.0,2398756.965
9513,,Terrace duplex,,7.0,5.0,3851986.127
2362,Kano,Bungalow,4.0,1.0,4.0,1533703.376
6286,Anambra,Flat,6.0,5.0,2.0,2263589.956
2462,Abia,Semi-detached duplex,3.0,1.0,,1293609.374
9398,Osun,Mansion,3.0,5.0,5.0,3368002.741
3532,Oyo,Mansion,2.0,1.0,1.0,3823234.314
8174,Borno,,1.0,1.0,4.0,992564.1459
11656,Sokoto,Townhouse,,3.0,2.0,2184074.472
10057,Benue,,5.0,7.0,4.0,2005466.341
1844,Plateau,,3.0,1.0,4.0,1892638.772
3736,Bauchi,,1.0,1.0,4.0,790250.9959
6485,Akwa Ibom,Detached duplex,4.0,4.0,6.0,2914978.398
7642,Katsina,Apartment,2.0,7.0,1.0,1080746.236
10149,Kadna,Bungalow,5.0,,1.0,1644136.178
3018,Anambra,Penthouse,,3.0,2.0,2924742.626
10032,Osun,Townhouse,7.0,3.0,5.0,2709414.08
10421,Kadna,Townhouse,4.0,6.0,4.0,1928036.131
5804,Osun,Penthouse,4.0,,6.0,2450911.108
2678,,Semi-detached duplex,7.0,1.0,1.0,2319058.783
9589,Jigawa,Mansion,5.0,1.0,,2851811.7
79,Lagos,Mansion,3.0,2.0,3.0,13449422.32
3913,,Detached duplex,4.0,1.0,3.0,1506960.17
11918,Akwa Ibom,Townhouse,,6.0,2.0,4007292.455
4836,,Penthouse,2.0,2.0,4.0,1525722.138
1303,Enugu,Detached duplex,9.0,2.0,4.0,3602195.471
5358,Ekiti,,5.0,,6.0,1840869.981
884,Kano,Bungalow,3.0,2.0,,1427682.179
7558,Kogi,Terrace duplex,3.0,3.0,5.0,1490270.353
2316,Gombe,Apartment,5.0,5.0,1.0,1548855.935
2349,Ebonyi,Penthouse,2.0,1.0,4.0,1572135.615
8046,Oyo,Flat,8.0,4.0,3.0,2687859.947
11867,,Terrace duplex,5.0,6.0,3.0,1946802.685
2582,Jigawa,Bungalow,2.0,2.0,3.0,948388.0014
2593,Borno,Semi-detached duplex,,1.0,4.0,1237507.458
10843,Borno,,2.0,2.0,6.0,1144818.329
1714,Plateau,Terrace duplex,,5.0,3.0,1911562.226
10503,Cross River,Semi-detached duplex,5.0,4.0,2.0,2381480.671
1351,Abia,Bungalow,8.0,,4.0,2182889.183
2284,Yobe,Mansion,1.0,5.0,3.0,2040305.931
4786,,Townhouse,6.0,4.0,3.0,2463421.37
3465,Anambra,Apartment,5.0,4.0,2.0,1813744.34
7888,Osun,,7.0,1.0,4.0,2785955.799
4521,Ondo,,6.0,,2.0,4717218.518
9654,Lagos,Mansion,,7.0,2.0,9469967.983
11914,Kogi,Detached duplex,1.0,,4.0,1316028.004
1387,Cross River,Townhouse,7.0,,1.0,2915615.09
1482,Kadna,Bungalow,6.0,3.0,6.0,1940857.943
195,Yobe,Detached duplex,,2.0,3.0,1215671.372
8986,Abia,Flat,3.0,1.0,4.0,1140815.2
9183,Sokoto,,8.0,7.0,5.0,2228516.471
2834,Kadna,Mansion,,5.0,1.0,3444015.313
906,Borno,Penthouse,,1.0,3.0,1666187.836
1271,Ogun,,2.0,7.0,,1952955.344
6479,Ondo,Flat,2.0,4.0,2.0,1386238.49
10216,,Penthouse,6.0,3.0,3.0,3522126.94
4021,Kwara,Mansion,3.0,,4.0,3046104.053
4384,Adamawa,Penthouse,9.0,,2.0,3487391.479
1462,Osun,,8.0,2.0,4.0,4767708.864
4409,Abia,Bungalow,8.0,5.0,5.0,2173697.98
949,Ebonyi,Semi-detached duplex,1.0,2.0,4.0,911473.2256
3870,Bauchi,Mansion,,1.0,4.0,2958471.412
1815,Katsina,Semi-detached duplex,4.0,1.0,3.0,1472272.558
3163,Jigawa,Mansion,2.0,6.0,2.0,2332415.879
634,Oyo,Flat,2.0,3.0,1.0,1321056.65
3039,Ebonyi,Flat,5.0,4.0,5.0,1594318.858
3798,Delta,Detached duplex,,6.0,1.0,3401190.492
1801,Ekiti,Semi-detached duplex,5.0,5.0,1.0,2042387.023
1985,Anambra,Semi-detached duplex,1.0,2.0,2.0,1240463.99
788,Ebonyi,Penthouse,,7.0,5.0,1566282.545
2084,Rivers,Flat,2.0,2.0,3.0,1674086.362
2376,Plateau,Apartment,,1.0,3.0,1349707.646
7618,Jigawa,Flat,5.0,4.0,,1539664.731
3385,Edo,Bungalow,4.0,1.0,,1542428.047
8744,,Penthouse,7.0,2.0,5.0,2687725.153
1226,Sokoto,Bungalow,2.0,1.0,3.0,946159.69
898,Plateau,Detached duplex,1.0,2.0,4.0,1278983.271
10885,Ondo,Mansion,6.0,2.0,,4530669.539
8506,Jigawa,Detached duplex,5.0,,5.0,1988245.855
5262,Nasarawa,Semi-detached duplex,6.0,2.0,3.0,2192464.802
660,Abia,Townhouse,2.0,1.0,1.0,1095364.53
1113,Kebbi,Terrace duplex,,6.0,4.0,1779365.934
1456,Bauchi,Mansion,3.0,2.0,4.0,1382676.785
1397,Bauchi,Terrace duplex,4.0,1.0,1.0,1305155.769
12589,Ogun,Mansion,6.0,2.0,4.0,4861067.554
1994,Lagos,Semi-detached duplex,5.0,1.0,2.0,2234579.036
1360,Jigawa,Bungalow,4.0,2.0,4.0,1196276.388
6226,Kogi,Mansion,3.0,1.0,2.0,2575223.486
11066,Niger,Semi-detached duplex,,,1.0,1274888.436
730,Bayelsa,Flat,,2.0,4.0,2363223.005
10528,Taraba,Detached duplex,,4.0,5.0,2252017.464
2821,Ondo,Penthouse,4.0,1.0,1.0,2663101.752
540,,Mansion,4.0,1.0,1.0,1558910.976
5097,Gombe,Mansion,7.0,,3.0,4176077.231
4610,Ondo,Terrace duplex,,7.0,6.0,2228773.972
4156,Sokoto,Detached duplex,3.0,5.0,,1576877.174
342,Abia,Mansion,2.0,1.0,1.0,2873972.644
10971,Kano,Apartment,7.0,2.0,2.0,2000113.153
1078,Zamfara,Detached duplex,4.0,2.0,4.0,1565143.68
10470,,Apartment,8.0,6.0,2.0,2146453.099
